customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST3695,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Mailed check,78.69297723329449,3233.469455090971,No
CUST3696,Female,0,No,No,9,Yes,No,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,30.142494413059897,268.77414204145373,No
CUST3697,Female,0,No,No,27,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.53235560773615,2032.4887541467594,No
CUST3698,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),33.19464287321328,212.31671180069839,Yes
CUST3699,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),83.59141269202087,1095.8132561734292,Yes
CUST3700,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),86.98909841421975,5898.515840044271,No
CUST3701,Male,1,Yes,No,60,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.76034216400492,5025.41999081715,No
CUST3702,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,One year,No,Mailed check,72.65103939019826,3626.4833639159756,No
CUST3703,Male,0,Yes,Yes,41,Yes,No phone service,No,No,No,No internet service,No,No,Yes,Two year,No,Electronic check,37.69342928327036,1547.8972091561022,No
CUST3704,Female,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),80.15455236116355,567.7082834979933,Yes
CUST3705,Female,0,Yes,No,49,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,71.76837472093248,3524.216087085255,No
CUST3706,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.21910976075175,0.0,Yes
CUST3707,Female,0,Yes,No,68,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,55.17138541637961,3750.2905789174847,No
CUST3708,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,87.05721856591958,869.0753623976589,Yes
CUST3709,Female,0,No,Yes,47,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.758992215202284,2706.2943640436424,Yes
CUST3710,Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.3426746428529,855.4789764667712,Yes
CUST3711,Male,0,Yes,No,14,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),38.671225690535316,528.4200400337872,Yes
CUST3712,Female,0,Yes,No,46,No,Yes,No,No internet service,Yes,No,No,No,No,One year,No,Credit card (automatic),33.028189011597604,1518.4381800833921,No
CUST3713,Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.1178596811541,2252.156173212255,Yes
CUST3714,Female,0,No,No,5,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),88.93103045893935,447.5394423037126,No
CUST3715,Male,0,No,No,10,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Two year,No,Electronic check,78.58355675163688,792.3506229137242,Yes
CUST3716,Female,0,No,No,16,No,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,81.18773135523068,1281.7061034197648,No
CUST3717,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,56.45807394401376,790.9762196877067,No
CUST3718,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),70.67477739144147,1075.2615102816267,No
CUST3719,Female,0,Yes,No,55,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.63326746242885,4046.5337956183794,Yes
CUST3720,Female,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),81.05827601533544,5253.083581337967,No
CUST3721,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),99.71045316354497,3481.464458383844,Yes
CUST3722,Female,0,No,No,37,No,No,No,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),42.73543954257724,1584.3191075584853,Yes
CUST3723,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,99.67232629014242,205.09717362626594,Yes
CUST3724,Male,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.14485836987946,1373.1863697384244,Yes
CUST3725,Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,88.90217852192798,4713.786222283316,Yes
CUST3726,Female,0,No,Yes,16,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,One year,Yes,Electronic check,65.37590829004006,1055.7375744349172,No
CUST3727,Male,1,No,No,12,Yes,No,No,No,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,36.004149505096805,432.0714779715891,No
CUST3728,Male,0,Yes,No,62,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,63.43661572025904,3938.444846624705,Yes
CUST3729,Male,0,Yes,No,13,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,28.84307050382171,378.5686787557373,No
CUST3730,Male,0,No,Yes,58,Yes,Yes,No,No,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),33.48424720630576,1943.4194003532732,No
CUST3731,Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),76.07320284203021,2646.2953743108023,No
CUST3732,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.66500011665549,1050.4672283050445,No
CUST3733,Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.44089909029351,263.4490215404399,Yes
CUST3734,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),70.97755821410603,923.5504655512175,Yes
CUST3735,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.6180824888925,1997.1766768983482,Yes
CUST3736,Male,0,No,No,43,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,44.9784454090197,1931.9172820529452,No
CUST3737,Female,0,Yes,No,38,No,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,66.97637615430308,2547.481212629805,No
CUST3738,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,86.82141128359658,976.1528216407252,Yes
CUST3739,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,85.13074811764699,5101.69453095114,No
CUST3740,Female,1,No,No,61,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.02124284885493,4390.5385985589155,Yes
CUST3741,Female,0,Yes,No,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.48394572601131,4658.49764486382,No
CUST3742,Male,0,Yes,No,52,No,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,75.04073890638054,3888.6606621323294,No
CUST3743,Male,1,Yes,No,27,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),50.14071923340134,1364.0698520801734,Yes
CUST3744,Male,0,Yes,Yes,34,Yes,No,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,58.678550657741795,1997.2018756559646,No
CUST3745,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,85.18785386209795,5452.693120017527,No
CUST3746,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,92.02570736433445,193.32379411417122,No
CUST3747,Male,1,No,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,62.50689484037905,2616.908116029281,No
CUST3748,Female,0,No,No,49,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,64.01953246061686,3130.264904545942,No
CUST3749,Female,0,Yes,Yes,70,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.61843384919928,3821.9450507172023,No
CUST3750,Female,0,No,Yes,8,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.96415371925987,429.3257187152672,Yes
CUST3751,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,86.46887618769924,3034.5753170132407,Yes
CUST3752,Male,0,Yes,Yes,22,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),69.20013183437217,1515.425893419108,No
CUST3753,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No internet service,Yes,Two year,No,Electronic check,66.91160062101454,3280.2353912290873,No
CUST3754,Female,1,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),91.23976966979049,4922.651609281589,Yes
CUST3755,Male,0,Yes,No,11,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,70.71960704314498,774.6336151183093,No
CUST3756,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),72.73111170087078,2245.2907695654126,No
CUST3757,Female,0,No,Yes,23,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.69117559011394,1826.3603195040164,Yes
CUST3758,Female,0,No,No,66,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),75.81864117529999,4998.006548694458,Yes
CUST3759,Male,1,Yes,No,26,Yes,Yes,No,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),27.53190993325999,711.9941570771148,No
CUST3760,Female,0,No,No,60,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,40.274702289902635,2410.8747174052987,No
CUST3761,Male,0,No,No,18,Yes,No,No,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),36.945123163982714,656.7196693091424,No
CUST3762,Male,0,No,No,72,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,30.50603172908436,2180.1502446107183,No
CUST3763,Male,0,No,No,50,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Mailed check,88.77017263663141,4434.134410402264,No
CUST3764,Male,1,No,No,63,No,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,86.61253284618351,5461.54093592609,Yes
CUST3765,Female,0,Yes,Yes,1,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,69.06469490339185,57.729733225693735,Yes
CUST3766,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,82.92427629101212,2914.770232957108,No
CUST3767,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,76.91965490142644,752.6831158185037,Yes
CUST3768,Male,1,Yes,Yes,67,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),31.588335264060383,2101.4019328150825,No
CUST3769,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),81.30404106618906,5429.883615673508,No
CUST3770,Male,0,Yes,Yes,63,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.97965723331548,5048.902381848027,No
CUST3771,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),86.56322184403923,0.0,Yes
CUST3772,Female,0,No,No,25,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,74.21872012066837,1869.7242847788903,Yes
CUST3773,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),81.20235010997521,795.6814554268808,Yes
CUST3774,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),84.36275538984049,108.37851674545448,No
CUST3775,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.93541773043108,3030.857523553459,No
CUST3776,Male,0,No,No,3,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.21244405619113,274.1719988226345,Yes
CUST3777,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.37086147101414,2999.3836141556753,Yes
CUST3778,Male,1,Yes,No,60,No,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),28.428546486610898,1708.2773958156795,Yes
CUST3779,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),94.6143850475764,378.93821414107737,Yes
CUST3780,Male,1,Yes,No,14,Yes,Yes,No,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,26.662553514317693,373.7073128958876,Yes
CUST3781,Female,0,Yes,No,66,Yes,No,No,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.537333925102796,1696.5538026032682,Yes
CUST3782,Male,0,No,No,25,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,59.09126283009623,1472.445188298755,Yes
CUST3783,Female,1,No,No,5,Yes,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.42458821964753,191.99829355412615,No
CUST3784,Female,0,Yes,No,43,Yes,No,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,34.705327555391975,1506.7532018690692,No
CUST3785,Female,0,Yes,No,57,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.2632079031781,5659.333213423985,No
CUST3786,Female,1,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,83.17820874148035,3737.148581825575,No
CUST3787,Male,0,Yes,No,41,No,Yes,No,No,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,33.22530672338378,1369.1993602157106,No
CUST3788,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,68.0055051294886,3194.475852397247,No
CUST3789,Female,0,Yes,No,26,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,52.715482198415415,1389.043418192009,No
CUST3790,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,92.42129298319725,1746.4948486715214,Yes
CUST3791,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),84.88487194200546,5860.147270831125,No
CUST3792,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),82.05564010613772,2779.6902427224213,Yes
CUST3793,Male,0,No,No,47,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,82.14899173926462,3859.2249107026128,Yes
CUST3794,Female,0,Yes,No,66,Yes,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,34.78585038235508,2288.6239860671817,Yes
CUST3795,Female,0,No,No,67,No,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,88.57038624983855,5934.257973955884,Yes
CUST3796,Male,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),87.03627723032687,4434.918372000812,Yes
CUST3797,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),77.01442294568922,5151.7287709426955,Yes
CUST3798,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),89.26540316320502,257.6030608593609,Yes
CUST3799,Male,0,No,No,38,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,One year,No,Electronic check,79.02154391248399,3003.1138943935725,No
CUST3800,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,57.026589933056954,1136.886109596408,No
CUST3801,Female,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,88.83616067207473,5780.640953427953,Yes
CUST3802,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,68.79420298514347,1021.1160124173174,Yes
CUST3803,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.98754193146995,548.4533529675738,Yes
CUST3804,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),91.98057681043915,738.639083964753,Yes
CUST3805,Male,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),92.30171186906854,1493.6383857499302,No
CUST3806,Male,0,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.03017403703163,629.2033196981012,No
CUST3807,Male,0,Yes,No,56,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,67.90325301134607,3806.922412910968,No
CUST3808,Male,1,No,No,44,No,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),74.45603852696593,3260.7680930890638,Yes
CUST3809,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,82.67279375861398,828.3989150928619,Yes
CUST3810,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.92653698756104,1007.4177689702176,No
CUST3811,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,52.260974951805984,1552.8369617603234,No
CUST3812,Male,1,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,81.58204850777943,2037.4599614372887,Yes
CUST3813,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,77.3227469926509,4797.5711830434575,No
CUST3814,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.27476040413941,2474.578478172133,No
CUST3815,Female,0,No,No,21,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.19673021935735,1805.1032147961994,No
CUST3816,Female,0,Yes,Yes,5,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.59702785348392,297.58835668111664,No
CUST3817,Male,1,Yes,Yes,19,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,50.82288117800431,957.9913707466553,No
CUST3818,Male,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.4799784647263,796.9136508981474,Yes
CUST3819,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.8562644562792,2573.4519109165094,No
CUST3820,Female,0,No,No,25,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,49.1601810839888,1222.1964921468636,No
CUST3821,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,59.38708129859284,4167.466428949651,No
CUST3822,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.81152416914105,2782.216405938886,No
CUST3823,Female,1,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.67211970999664,490.12960354994533,Yes
CUST3824,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,57.950484861744606,234.31381858913537,No
CUST3825,Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.66383483175852,4326.709936262253,Yes
CUST3826,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.99835819999979,3894.798557976316,No
CUST3827,Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,65.10360828753954,4632.482063502361,No
CUST3828,Male,0,No,No,48,No,No,No,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),36.28440951177879,1732.0242806153576,No
CUST3829,Male,0,No,No,35,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.77748318450651,2821.413733223123,No
CUST3830,Female,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),96.71846330537745,2419.0035980292573,No
CUST3831,Female,0,No,No,44,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.04993936848814,2893.2555110020867,Yes
CUST3832,Male,0,Yes,No,60,Yes,No,No,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),34.43201342937787,2066.7172053444283,Yes
CUST3833,Male,0,No,No,43,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,20.90311143786909,885.769709734334,No
CUST3834,Male,1,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),77.0899298418416,233.3910400547379,Yes
CUST3835,Male,1,No,No,57,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.84144679797626,5063.372314519196,Yes
CUST3836,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),85.09136603067714,2127.5694033816962,No
CUST3837,Male,0,Yes,Yes,28,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,57.00351479692789,1597.682717533684,Yes
CUST3838,Male,1,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.57448770278515,780.6290605219693,Yes
CUST3839,Male,0,No,Yes,35,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),42.73239507516385,1491.1396519294071,No
CUST3840,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,69.84997706282924,208.70131027567825,No
CUST3841,Male,1,No,No,58,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,No,Mailed check,93.64893236935546,5425.248632105453,No
CUST3842,Male,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.87026469523773,2155.9013882701515,No
CUST3843,Male,0,No,Yes,12,No,Yes,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),77.56113949051091,930.8926194076963,No
CUST3844,Female,1,No,No,19,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.54632439705506,1387.0411948105382,Yes
CUST3845,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,86.68941476149288,1394.544206205363,No
CUST3846,Female,0,Yes,No,50,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),64.07504454507864,3207.87548954388,No
CUST3847,Female,0,No,No,54,No,No,DSL,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,67.23083403524195,3639.7062281079598,No
CUST3848,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,78.13812911477191,2504.539780459811,No
CUST3849,Female,0,Yes,No,20,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,54.638577216187755,1100.436989447066,No
CUST3850,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,82.78343018998308,1730.3043163722812,Yes
CUST3851,Male,1,No,No,24,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,64.53983014639607,1545.718259540438,No
CUST3852,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,73.18790654088912,4820.50491074591,Yes
CUST3853,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),85.76883554388287,949.8505779758335,No
CUST3854,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,60.4340835613453,844.4039511849155,No
CUST3855,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,88.78201721642777,85.27362402533824,Yes
CUST3856,Female,0,No,No,3,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,82.97715137858053,251.09255256418734,No
CUST3857,Male,1,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.49561305083483,4070.0868292798277,No
