customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
CUST00360,Female,1,No,No,38,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,95.66,3635.08
CUST00361,Male,1,No,No,12,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),81.05,972.6
CUST00362,Male,0,Yes,No,63,No,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,56.42,3554.46
CUST00363,Female,1,No,No,10,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),40.99,409.9
CUST00364,Male,1,No,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),97.62,1757.16
CUST00365,Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),68.64,686.4
CUST00366,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,42.48,1911.6
CUST00367,Female,1,Yes,No,44,Yes,Yes,No,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,39.52,1738.88
CUST00368,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,36.54,0.0
CUST00369,Male,1,No,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,97.72,3811.08
CUST00370,Female,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),42.9,772.2
CUST00371,Female,0,No,Yes,71,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,72.66,5158.86
CUST00372,Female,1,No,No,71,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,65.15,4625.65
CUST00373,Female,1,No,Yes,60,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),77.96,4677.6
CUST00374,Male,0,No,No,11,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,107.72,1184.92
CUST00375,Female,0,No,Yes,60,No,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,106.77,6406.2
CUST00376,Female,1,Yes,No,32,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,65.11,2083.52
CUST00377,Male,0,No,No,44,No,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,21.54,947.76
CUST00378,Female,1,Yes,No,68,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),62.64,4259.52
CUST00379,Male,1,No,No,7,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.62,564.34
CUST00380,Female,1,No,Yes,24,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,75.78,1818.72
CUST00381,Female,1,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,85.13,3830.85
CUST00382,Female,0,No,Yes,29,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.41,1026.89
CUST00383,Male,1,No,Yes,46,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),84.65,3893.9
CUST00384,Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),38.27,1836.96
CUST00385,Female,1,No,No,46,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,95.05,4372.3
CUST00386,Male,0,No,Yes,17,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,53.91,916.47
CUST00387,Male,1,No,Yes,65,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),90.99,5914.35
CUST00388,Male,0,Yes,Yes,67,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,24.79,1660.93
CUST00389,Male,0,No,No,32,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),60.79,1945.28
CUST00390,Male,1,No,No,35,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,90.5,3167.5
CUST00391,Male,1,No,Yes,18,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),42.69,768.42
CUST00392,Female,1,No,No,27,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,99.53,2687.31
CUST00393,Female,1,Yes,No,39,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.08,3240.12
CUST00394,Male,0,Yes,Yes,14,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),78.76,1102.64
CUST00395,Female,1,No,Yes,40,No,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),55.35,2214.0
CUST00396,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),68.25,2593.5
CUST00397,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.73,79.73
CUST00398,Female,1,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,67.25,4169.5
CUST00399,Male,0,No,No,28,No,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Mailed check,89.83,2515.24
CUST00400,Female,0,Yes,No,65,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,63.37,4119.05
CUST00401,Female,0,No,No,50,No,No,No,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,40.23,2011.5
CUST00402,Male,0,Yes,No,9,No,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,41.39,372.51
CUST00403,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),20.58,267.54
CUST00404,Female,1,Yes,Yes,50,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,50.1,2505.0
CUST00405,Female,1,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.89,3605.82
CUST00406,Female,1,No,No,27,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.42,2684.34
CUST00407,Female,0,Yes,No,2,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),40.25,80.5
CUST00408,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),115.9,7997.1
CUST00409,Female,1,No,Yes,26,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.24,1826.24
CUST00410,Male,1,Yes,No,1,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.7,111.7
CUST00411,Female,1,Yes,Yes,37,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),90.68,3355.16
CUST00412,Female,0,No,No,2,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),92.24,184.48
CUST00413,Male,1,Yes,No,15,No,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.5,427.5
CUST00414,Male,1,No,Yes,39,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,42.0,1638.0
CUST00415,Male,1,No,Yes,1,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,No,Mailed check,20.88,20.88
CUST00416,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,91.61,3664.4
CUST00417,Female,0,No,No,11,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),54.44,598.84
CUST00418,Female,0,Yes,No,34,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,98.67,3354.78
CUST00419,Female,0,No,Yes,64,No,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),53.89,3448.96
CUST00420,Female,0,Yes,Yes,54,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),101.93,5504.22
CUST00421,Female,0,Yes,Yes,44,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),33.07,1455.08
CUST00422,Female,0,Yes,Yes,61,No,Yes,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),37.34,2277.74
CUST00423,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.09,2596.32
CUST00424,Female,1,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,60.85,1460.4
CUST00425,Male,1,Yes,No,22,No,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,No,Mailed check,54.87,1207.14
CUST00426,Male,0,Yes,No,23,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,96.36,2216.28
CUST00427,Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,29.7,1098.9
CUST00428,Male,1,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,55.12,1488.24
CUST00429,Female,0,Yes,No,20,No,No,No,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.72,2074.4
CUST00430,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,26.68,1414.04
CUST00431,Female,0,No,No,17,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),114.23,1941.91
CUST00432,Male,1,No,Yes,35,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),118.63,4152.05
CUST00433,Female,1,Yes,Yes,44,No,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,28.86,1269.84
CUST00434,Female,1,No,No,52,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.13,2554.76
CUST00435,Female,1,No,Yes,29,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),57.24,1659.96
CUST00436,Female,1,No,Yes,59,No,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),97.64,5760.76
CUST00437,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.59,2467.29
CUST00438,Male,1,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),84.44,5573.04
CUST00439,Male,0,Yes,Yes,66,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),95.75,6319.5
CUST00440,Male,0,Yes,Yes,27,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),31.8,858.6
CUST00441,Female,1,No,Yes,43,No,No,DSL,No internet service,No,No,No,Yes,No,Two year,No,Credit card (automatic),103.32,4442.76
CUST00442,Male,1,No,Yes,40,No,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,90.56,3622.4
CUST00443,Female,0,No,No,62,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),77.73,4819.26
CUST00444,Female,0,No,No,22,No,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,108.97,2397.34
CUST00445,Male,0,Yes,No,47,No,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.03,4231.41
CUST00446,Male,1,Yes,Yes,31,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,40.17,1245.27
CUST00447,Female,1,Yes,Yes,56,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),62.97,3526.32
CUST00448,Male,1,No,No,32,No,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,No,Mailed check,69.4,2220.8
CUST00449,Female,1,Yes,No,23,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.52,586.96
CUST00450,Female,1,Yes,No,38,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,115.46,4387.48
CUST00451,Female,0,No,Yes,33,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,32.86,1084.38
CUST00452,Female,1,No,No,55,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,89.75,4936.25
CUST00453,Female,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.62,1906.74
CUST00454,Male,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,22.56,812.16
CUST00455,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,112.47,674.82
CUST00456,Female,1,Yes,Yes,67,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.18,7047.06
CUST00457,Female,1,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),72.43,2607.48
CUST00458,Male,1,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,42.89,2358.95
CUST00459,Male,0,No,No,64,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),32.16,2058.24
CUST00460,Female,0,No,No,64,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,56.34,3605.76
CUST00461,Male,0,No,Yes,46,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),45.54,2094.84
CUST00462,Female,0,Yes,No,19,No,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.67,1342.73
CUST00463,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,116.64,2099.52
CUST00464,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,77.5,2170.0
CUST00465,Male,1,Yes,No,59,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),108.99,6430.41
CUST00466,Female,1,No,Yes,17,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,85.09,1446.53
CUST00467,Male,1,Yes,No,34,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.52,2295.68
CUST00468,Male,1,Yes,Yes,42,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),105.46,4429.32
CUST00469,Female,0,No,Yes,10,No,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),67.14,671.4
CUST00470,Male,0,No,No,48,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,106.86,5129.28
CUST00471,Female,1,No,Yes,37,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),49.16,1818.92
CUST00472,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32.88,2071.44
CUST00473,Female,1,No,No,68,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,105.53,7176.04
CUST00474,Male,1,No,Yes,7,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,78.74,551.18
CUST00475,Female,1,Yes,Yes,33,No,No phone service,No,No,No,Yes,No internet service,No internet service,No,One year,No,Mailed check,108.91,3594.03
CUST00476,Male,0,No,Yes,47,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,113.78,5347.66
CUST00477,Female,1,No,Yes,55,No,No,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,25.36,1394.8
CUST00478,Male,1,No,No,64,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),70.1,4486.4
CUST00479,Female,1,Yes,No,30,No,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,57.5,1725.0
CUST00480,Female,0,Yes,No,3,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),82.59,247.77
CUST00481,Female,0,Yes,Yes,49,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.36,4868.64
CUST00482,Male,1,Yes,Yes,68,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.06,3268.08
CUST00483,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,75.68,2194.72
CUST00484,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,90.87,5270.46
CUST00485,Female,0,Yes,Yes,66,No,No,No,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,33.44,2207.04
CUST00486,Male,0,No,No,44,No,No,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),101.41,4462.04
CUST00487,Female,0,No,Yes,3,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,80.61,241.83
CUST00488,Male,0,No,No,25,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,114.95,2873.75
CUST00489,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),53.95,1402.7
CUST00490,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,30.81,1386.45
CUST00491,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),70.65,4450.95
CUST00492,Male,0,No,No,50,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),28.58,1429.0
CUST00493,Female,1,No,No,49,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Electronic check,116.95,5730.55
CUST00494,Male,1,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),23.87,119.35
CUST00495,Male,0,No,Yes,58,No,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),95.35,5530.3
CUST00496,Male,1,No,No,14,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),72.51,1015.14
CUST00497,Female,1,No,Yes,29,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,56.86,1648.94
CUST00498,Male,0,Yes,No,41,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,26.58,1089.78
CUST00499,Female,0,No,No,36,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),82.22,2959.92
CUST00500,Male,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),78.52,3219.32
CUST00501,Male,1,Yes,Yes,34,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.09,1635.06
CUST00502,Male,1,Yes,Yes,5,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),111.02,555.1
CUST00503,Female,0,No,Yes,67,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),50.41,3377.47
CUST00504,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),64.97,1104.49
CUST00505,Male,0,Yes,No,28,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),74.38,2082.64
CUST00506,Female,1,Yes,No,58,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.02,1741.16
CUST00507,Male,1,No,Yes,46,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,113.22,5208.12
CUST00508,Female,1,No,Yes,16,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),57.45,919.2
CUST00509,Female,1,No,Yes,21,No,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,28.08,589.68
CUST00510,Male,0,No,No,67,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,No,Mailed check,58.73,3934.91
CUST00511,Female,0,Yes,Yes,68,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),80.02,5441.36
CUST00512,Male,0,No,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,71.37,2569.32
CUST00513,Female,0,No,No,48,No,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,89.45,4293.6
CUST00514,Female,1,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),25.55,306.6
CUST00515,Male,1,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),48.45,1598.85
CUST00516,Female,0,Yes,Yes,52,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),101.92,5299.84
CUST00517,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,27.99,1399.5
CUST00518,Female,1,No,No,2,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),105.55,211.1
CUST00519,Female,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),29.19,1196.79
CUST00520,Female,1,Yes,Yes,31,No,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,103.45,3206.95
CUST00521,Male,0,No,Yes,50,No,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),56.08,2804.0
CUST00522,Female,0,No,No,45,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),81.22,3654.9
CUST00523,Male,0,No,No,20,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,35.29,705.8
CUST00524,Female,0,Yes,Yes,43,No,No,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),26.62,1144.66
CUST00525,Male,0,No,Yes,10,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),41.59,415.9
CUST00526,Male,0,Yes,No,67,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),32.79,2196.93
CUST00527,Female,0,Yes,No,0,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,51.24,0.0
CUST00528,Female,1,No,No,62,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,71.44,4429.28
CUST00529,Female,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),78.88,1814.24
CUST00530,Male,1,No,No,12,No,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),98.99,1187.88
CUST00531,Female,1,No,No,10,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,85.62,856.2
CUST00532,Male,1,No,No,50,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),80.88,4044.0
CUST00533,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),61.18,978.88
CUST00534,Male,0,No,No,23,Yes,No phone service,No,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),67.38,1549.74
CUST00535,Female,1,Yes,Yes,18,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),61.45,1106.1
CUST00536,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Mailed check,104.22,3751.92
CUST00537,Male,1,No,Yes,7,No,No,No,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,43.0,301.0
CUST00538,Male,1,No,No,27,Yes,No phone service,No,No,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,20.57,555.39
CUST00539,Female,0,Yes,Yes,4,Yes,No,No,Yes,Yes,No,No internet service,No,No,Two year,No,Credit card (automatic),85.13,340.52
CUST00540,Male,0,Yes,No,16,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),40.25,644.0
